524	4 8 12 13	7.54	91.9%	8.22	3.7
525	5 7 13 13	7.54	94.2%	7.93	3.21
526	9 10 10 13	7.54	95.2%	7.97	3.07
527	1 2 4 13	7.55	93.6%	7.9	2.97
528	1 4 5 5	7.55	95.8%	8.02	2.76
529	3 9 13 13	7.55	86.3%	7.73	3.41
530	4 7 9 9	7.55	86.5%	7.66	3.2
531	2 2 6 6	7.56	95.8%	8.06	3.06
532	2 2 7 8	7.56	93.6%	7.92	3.02
533	4 4 8 8	7.56	95.8%	8.16	3.2
534	7 10 12 12	7.56	84.5%	7.7	3.8
535	8 8 8 12	7.56	88.2%	7.98	4.04
536	2 3 4 12	7.57	94.4%	8.11	3.3
537	2 6 6 13	7.57	85.3%	7.61	3.16
538	3 5 6 12	7.57	93.4%	8.09	3.24
539	6 7 11 13	7.57	90.2%	7.96	3.48
540	1 8 9 13	7.58	91.3%	8.02	3.64
541	3 3 5 5	7.58	89.4%	7.8	3.18
542	4 4 7 9	7.58	93.3%	8.02	3.45
543	5 8 12 12	7.58	75.9%	6.92	3.67
544	5 10 13 13	7.58	92.6%	8.01	2.79
545	3 5 5 7	7.59	90%	7.84	3.2
546	3 6 10 12	7.6	92.9%	8.1	3.42
547	3 7 9 10	7.61	92%	8.18	3.52
548	2 6 6 11	7.63	83.2%	7.43	3.18
549	3 4 9 12	7.64	94.5%	8.13	3.16
550	2 8 12 13	7.65	89.5%	7.9	3.56
551	3 4 4 12	7.65	90.5%	7.96	3.33
552	1 2 12 13	7.66	96.1%	8.4	3.4
553	2 3 5 6	7.66	95.2%	8.1	2.95
554	2 4 4 13	7.66	85.4%	7.78	3.47
555	2 4 5 13	7.68	94.6%	8.27	3.32
556	1 3 8 12	7.69	96.7%	8.19	2.91
557	1 4 10 11	7.69	95%	8.17	3.2
558	2 6 8 11	7.69	93.4%	8.1	3.32
559	2 7 8 8	7.69	92.5%	8.08	3.15
560	9 11 13 13	7.69	92%	8.19	3.2
561	3 9 12 12	7.7	90.9%	8.25	3.5
562	4 8 10 11	7.7	90.6%	8.04	3.48
563	8 9 11 13	7.7	90.7%	8.16	3.69
564	1 9 11 11	7.71	89.9%	7.87	3.06
565	2 2 4 10	7.71	94.3%	8.06	2.91
566	3 3 4 12	7.73	95.1%	8.41	3.25
567	2 2 2 10	7.74	94.1%	8.15	3.33
568	2 6 11 13	7.74	90%	7.91	3.37
569	1 3 5 11	7.75	93%	8.07	2.84
570	2 4 4 11	7.75	84.7%	7.79	3.55
571	3 6 12 12	7.75	93.2%	8.31	3.53
572	1 4 9 12	7.77	96%	8.42	3.35
573	3 4 4 9	7.77	91%	8.29	3.33
574	5 6 7 8	7.78	93.7%	8.28	3.14
575	4 7 9 10	7.79	90.7%	8.31	3.71
576	1 2 2 5	7.8	94.6%	8.07	2.86
577	1 2 4 11	7.81	91.9%	8.06	2.82
578	2 6 8 10	7.81	93.3%	8.31	3.48
579	4 5 7 8	7.81	95.5%	8.26	3.15
580	5 6 10 10	7.82	86.8%	8.11	3.84
581	1 2 9 12	7.83	92.6%	8.39	3.81
582	1 6 9 13	7.83	90.7%	8.26	4.07
583	3 3 4 7	7.84	90.4%	8.34	3.61
584	3 6 6 9	7.85	96.1%	8.32	3.01
585	3 12 12 12	7.86	91%	8.2	3.41
586	5 6 10 11	7.86	90.4%	8.2	3.52
587	6 6 10 12	7.86	93.8%	8.27	3.15
588	5 6 6 6	7.87	87.6%	8.04	3.53
589	5 8 8 9	7.87	87.3%	8.15	3.95
590	1 4 8 11	7.88	95.5%	8.34	2.91
591	2 2 9 11	7.88	91.8%	8.19	3.27
592	2 7 7 11	7.88	86.5%	7.93	3.69
593	3 5 8 11	7.88	89.6%	8.14	3.47
594	4 4 4 5	7.88	85%	7.92	3.85
595	1 2 6 9	7.89	94.4%	8.46	3.57
596	2 5 5 11	7.89	82.9%	7.77	3.49
597	3 4 12 13	7.89	93.3%	8.49	3.7
598	1 4 4 10	7.9	92.2%	8.12	3.42
599	8 11 12 12	7.91	77.8%	7.37	3.65
600	6 6 9 12	7.92	91.8%	8.19	3.36
601	1 4 4 9	7.93	94.2%	8.39	3.43
602	1 5 6 10	7.93	91.6%	8.21	3.25
603	2 4 6 10	7.93	93.7%	8.35	3.37
604	2 2 4 8	7.94	95.9%	8.47	3.09
605	3 6 7 9	7.94	93.1%	8.39	3.5
606	4 6 8 9	7.94	93.4%	8.43	3.45
607	2 5 6 13	7.95	91.5%	8.45	3.62
608	3 6 10 10	7.95	85.5%	7.92	3.7
609	3 7 12 12	7.95	91.2%	8.34	3.48
610	3 9 10 10	7.95	84.8%	7.83	3.51
611	10 12 13 13	7.95	94.4%	8.45	2.97
612	2 2 3 3	7.96	93.4%	8.3	3.23
613	3 4 7 9	7.96	93.4%	8.43	3.73
614	3 4 5 5	7.97	93.9%	8.68	3.73
615	6 6 7 10	7.97	84%	7.96	4.12
616	1 4 6 11	7.99	92.4%	8.3	3.24
617	2 2 6 12	7.99	94.3%	8.57	3.53
618	6 7 8 10	7.99	91.6%	8.5	3.6
619	7 8 11 13	7.99	90.5%	8.57	3.88
620	2 3 5 11	8	94.9%	8.53	3.32
621	3 3 8 9	8	88.5%	8.38	3.92
622	4 5 10 11	8	88.2%	8.44	4.28
623	8 10 13 13	8	92.5%	8.37	3.33
624	3 4 10 12	8.02	92.6%	8.44	3.54
625	1 2 5 9	8.03	95%	8.5	3.09
626	3 12 12 13	8.03	92.5%	8.37	3.28
627	5 8 8 13	8.03	92.7%	8.44	3.69
628	2 3 3 6	8.04	96.2%	8.5	2.95
629	4 5 8 9	8.04	89.3%	8.43	4.1
630	3 7 10 11	8.07	90.6%	8.32	3.39
631	4 4 6 12	8.07	93.9%	8.79	3.83
632	4 8 9 10	8.07	88.9%	8.27	3.42
633	1 3 6 9	8.08	92.8%	8.57	3.27
634	3 9 12 13	8.08	89.8%	8.59	4.03
635	2 3 4 8	8.1	92.9%	8.85	4.07
636	4 7 9 12	8.1	94.9%	8.59	3.27
637	8 10 10 12	8.11	94.4%	8.6	3.44
638	2 8 8 9	8.13	90.4%	8.43	3.4
639	2 2 3 7	8.14	88.2%	8.46	3.79
640	4 8 8 9	8.14	92.4%	8.4	3.11
641	4 10 12 12	8.14	92.1%	8.57	3.43
642	2 7 8 11	8.16	94.9%	8.71	3.61
643	10 11 12 13	8.16	95.8%	8.74	3.52
644	2 5 6 7	8.17	92.5%	8.62	3.67
645	3 6 9 10	8.18	92.5%	8.57	3.6
646	3 5 6 6	8.19	92%	8.73	3.66
647	3 5 8 8	8.19	92.2%	8.62	3.91
648	4 5 9 10	8.19	90.6%	8.55	3.65
649	2 4 8 12	8.2	93.9%	8.92	4.17
650	2 4 9 13	8.2	93.7%	8.58	3.58
651	3 7 8 12	8.2	95.2%	8.73	3.28
652	4 6 8 12	8.2	94.1%	8.81	3.5
653	1 1 7 10	8.21	85.1%	8.29	4.32
654	2 4 8 8	8.21	93.8%	8.83	4.12
655	3 4 9 11	8.21	89.7%	8.46	4.04
656	1 3 6 13	8.22	92%	8.46	3.19
657	1 8 11 13	8.22	88.3%	8.36	3.59
658	2 7 9 10	8.22	94%	8.62	3.25
659	2 8 9 10	8.22	88.7%	8.45	3.85
660	1 4 9 11	8.24	94.4%	8.87	3.73
661	2 7 11 12	8.24	91.5%	8.58	3.47
662	5 5 8 9	8.25	89.7%	8.72	3.94
663	1 3 4 13	8.27	94.4%	8.84	3.7
664	1 4 5 11	8.27	90.6%	8.51	3.94
665	1 5 5 13	8.27	93%	8.44	3.24
666	1 5 9 10	8.27	93.3%	8.75	3.84
667	2 4 8 11	8.27	92.9%	8.61	3.69
668	2 8 9 13	8.27	90.3%	8.54	3.68
669	2 2 4 11	8.3	91.6%	8.66	3.69
670	4 4 10 12	8.3	90.7%	8.65	3.98
671	1 6 11 12	8.31	88.8%	8.29	2.96
672	5 6 9 10	8.31	90.8%	8.82	3.82
673	5 8 9 11	8.32	89.9%	8.61	3.75
674	6 8 8 10	8.32	91.1%	8.8	4.07
675	2 2 6 10	8.33	95.2%	8.75	3.07
676	9 10 12 13	8.33	93.6%	8.88	3.64
677	1 3 4 9	8.35	94.6%	8.85	3.8
678	1 2 8 9	8.36	93.4%	8.98	3.53
679	2 5 10 11	8.36	94.3%	8.96	3.6
680	5 5 8 8	8.36	84.8%	8.49	3.93
681	5 8 11 13	8.36	88.7%	8.47	3.44
682	6 6 7 9	8.36	90.8%	8.71	3.74
683	1 3 12 12	8.38	85.6%	8.67	4.78
684	2 8 8 11	8.39	84%	8.11	3.51
685	1 2 2 7	8.4	91.7%	8.73	3.34
686	2 4 4 4	8.41	94.6%	8.85	3.23
687	3 4 7 10	8.41	93.4%	8.66	3.5
688	3 6 8 9	8.43	93.8%	8.87	3.21
689	3 4 5 10	8.45	90.3%	8.78	4.03
690	4 4 8 11	8.45	86.8%	8.46	3.78
691	4 7 8 9	8.45	92%	8.83	3.72
692	4 4 4 9	8.49	88.3%	8.51	4
693	6 8 10 13	8.49	86.6%	8.54	3.73
694	1 2 6 13	8.5	90.9%	9	3.97
695	2 9 12 13	8.5	90.7%	8.9	3.87
696	3 3 7 11	8.5	92.1%	8.81	3.6
697	6 6 8 9	8.5	90.2%	8.78	3.51
698	1 6 12 13	8.51	89.4%	8.57	3.31
699	2 9 10 11	8.51	88.7%	8.43	3.34
700	2 4 7 10	8.52	91.1%	8.75	3.83
701	2 3 3 7	8.53	92%	8.94	3.72
702	1 4 9 10	8.54	93.5%	8.97	3.71
703	1 6 10 13	8.54	87.8%	8.74	4.14
704	3 11 12 12	8.54	90.9%	8.87	3.36
705	2 8 11 12	8.55	88.4%	8.82	4.16
706	5 6 10 13	8.55	91.1%	9.23	4.33
707	1 2 3 3	8.57	95.6%	8.92	2.97
708	3 3 8 12	8.57	91.5%	9.07	3.92
709	2 2 3 13	8.58	87.4%	8.62	3.65
710	3 6 7 12	8.58	90.2%	8.87	3.78
711	2 3 10 13	8.59	93.4%	9.08	3.96
712	2 10 11 13	8.59	89.6%	8.64	3.47
713	4 4 7 12	8.59	89.4%	8.9	4.15
714	1 2 7 8	8.6	94.4%	9.15	3.6
715	6 8 8 11	8.6	87.6%	8.74	3.9
716	1 3 4 10	8.61	93%	8.88	3.41
717	2 4 6 6	8.61	94.1%	9.33	3.98
718	4 5 8 12	8.62	93.5%	9.15	3.72
719	2 6 6 10	8.63	94.1%	9.08	3.64
720	1 2 3 11	8.64	95.8%	9.05	3.4
721	1 2 5 13	8.65	94.3%	9.2	3.68
722	2 2 4 13	8.66	91.2%	9.18	4.19
723	3 7 7 13	8.66	93.6%	8.95	3.16
724	2 4 7 11	8.67	92.7%	9.01	3.82
725	4 5 6 7	8.67	90%	9.06	3.89
726	6 6 9 11	8.67	88.8%	9.04	4.15
727	1 11 13 13	8.68	91.5%	9.01	3.82
728	4 4 4 11	8.68	86.2%	8.85	4.59
729	4 6 10 12	8.68	93.8%	9.27	3.97
730	5 7 8 8	8.68	82.9%	8.59	4.73
731	1 2 9 13	8.69	93.3%	9.3	4.16
732	7 8 8 11	8.69	80.9%	8.3	4.54
733	2 4 6 9	8.7	91.8%	9.15	4.17
734	2 6 7 8	8.71	89.6%	9.08	3.94
735	1 3 9 13	8.72	93.9%	9.36	4.15
736	2 9 10 13	8.72	90.1%	9.23	4.12
737	4 4 6 11	8.72	86.5%	8.75	4.5
738	2 2 8 10	8.73	94.5%	9.3	3.28
739	2 4 10 13	8.74	89.1%	9.16	4.47
740	4 4 9 11	8.74	82.4%	8.48	4.54
741	6 8 9 13	8.74	93.9%	9.38	3.94
742	1 4 6 7	8.75	87.3%	9	4.66
743	2 4 9 9	8.75	90.1%	8.88	3.87
744	2 3 7 11	8.76	92.1%	9.18	4.23
745	2 9 11 11	8.76	89.4%	9.16	4.05
746	4 8 9 11	8.77	93%	9.27	3.91
747	4 5 8 8	8.79	86.5%	8.84	4.07
748	2 8 9 11	8.8	90.7%	9.21	3.86
749	1 3 4 7	8.81	95.1%	9.65	3.95
750	4 5 9 13	8.81	89.2%	9.44	4.82
751	1 2 6 11	8.82	90.1%	9.32	4.32
752	3 9 9 10	8.84	86.5%	8.84	3.83
753	9 10 11 13	8.84	89.9%	9.16	3.86
754	6 6 8 10	8.85	90.4%	9.11	4.08
755	2 5 7 10	8.86	92.1%	9.26	3.77
756	5 5 9 10	8.86	86.7%	9.2	4.44
757	2 3 5 9	8.87	92.1%	9.41	4.34
758	4 4 8 10	8.87	91.3%	9.21	4.4
759	4 11 12 13	8.87	91.2%	9.29	3.91
760	6 6 8 11	8.88	82.8%	8.62	4.56
761	3 4 7 7	8.89	94%	9.52	3.85
762	3 5 9 12	8.91	89.9%	9.25	4.04
763	7 8 10 13	8.91	92.1%	9.45	4.13
764	3 5 6 9	8.93	92.7%	9.39	3.7
765	3 10 11 12	8.93	89.3%	9.1	3.74
766	4 8 8 12	8.93	94.5%	9.5	3.94
767	1 3 8 8	8.94	86.7%	9.15	4.57
768	2 3 4 13	8.94	91.1%	9.3	3.98
769	1 4 5 10	8.95	91.2%	9.06	3.58
770	6 8 12 12	8.95	91.5%	9.66	4.33
771	5 6 6 10	8.96	89.1%	9.17	3.89
772	1 1 3 10	8.97	88.4%	8.99	3.88
773	1 5 5 9	8.97	88.4%	9.1	3.69
774	3 7 10 13	8.97	88.4%	9.45	4.77
775	1 4 6 9	8.98	86.1%	8.86	4.04
776	4 4 8 13	8.98	86.6%	8.93	4.29
777	2 5 8 13	9	93.1%	9.5	3.9
778	1 2 4 5	9.01	90.5%	9.38	4.21
779	1 2 4 9	9.01	90.8%	9.4	3.97
780	2 2 5 6	9.01	88.7%	9.34	4.49
781	4 5 5 9	9.01	91.3%	9.37	3.89
782	2 2 3 6	9.03	91.8%	9.37	4.06
783	2 11 12 13	9.03	89.7%	9.45	4.01
784	3 4 4 5	9.03	91.1%	9.38	4.09
785	5 5 6 7	9.03	90.9%	9.52	4.13
786	1 3 3 10	9.05	90%	9.16	4.14
787	1 3 5 10	9.05	93.2%	9.56	3.77
788	2 3 9 9	9.06	90.7%	9.45	4
789	3 6 12 13	9.07	86.5%	9.02	4.36
790	3 5 6 7	9.11	89.4%	9.19	3.9
791	3 9 10 12	9.11	90.4%	9.37	3.75
792	8 8 9 13	9.11	81.2%	8.72	4.72
793	1 5 9 11	9.12	93.1%	9.61	3.97
794	4 12 12 12	9.12	86.2%	9.36	4.82
795	2 5 8 9	9.13	92.7%	9.48	3.74
796	4 7 10 10	9.13	83.9%	8.88	4.19
797	6 6 8 13	9.13	83.3%	8.88	4.38
798	1 5 6 8	9.15	90.4%	9.25	3.91
799	2 2 3 11	9.15	86.1%	9.16	4.15
800	2 2 5 7	9.16	89.1%	9.21	3.77
801	5 10 10 12	9.16	86.9%	9.12	3.59
802	2 3 6 10	9.18	92.3%	9.42	3.77
803	6 8 11 13	9.18	86.2%	9.45	4.5
804	2 3 4 11	9.19	88.2%	9.36	4.14
805	6 6 6 12	9.2	89.3%	9.37	4.58
806	4 4 5 10	9.21	85.9%	9.23	4.75
807	2 2 5 11	9.22	87.5%	9.53	4.46
808	2 10 11 11	9.24	86.2%	9.21	4.01
809	1 5 10 13	9.25	88.7%	9.25	3.47
810	3 4 7 11	9.28	87.1%	9.25	4.66
811	3 5 5 9	9.28	83.4%	8.96	4.07
812	5 7 8 9	9.28	88.9%	9.57	4.24
813	1 3 5 7	9.29	89.6%	9.48	4.08
814	2 8 8 10	9.29	92.7%	9.53	3.83
815	3 7 8 9	9.29	87%	9.28	3.9
816	4 5 10 13	9.31	91.2%	9.78	4.4
817	2 3 8 12	9.33	93.1%	9.81	3.82
818	7 12 12 13	9.33	82.7%	9.08	4.23
819	3 4 6 12	9.35	93.4%	9.87	3.97
820	2 2 6 8	9.36	95.5%	9.79	3.59
821	3 7 7 10	9.36	89.3%	9.67	4.27
822	8 8 8 13	9.36	84.6%	9.35	4.42
823	3 3 6 11	9.37	90.3%	9.77	4.47
824	4 7 7 11	9.37	87.7%	9.66	4.64
825	1 1 4 10	9.38	85.1%	9.26	5.07
826	1 2 7 9	9.4	93.2%	9.87	3.88
827	5 6 7 12	9.41	84.5%	9.34	4.39
828	2 3 3 9	9.42	93.2%	9.84	3.82
829	2 3 4 4	9.42	94.1%	9.8	3.64
830	3 9 11 12	9.45	90.1%	9.88	4.42
831	1 9 11 13	9.46	87.9%	9.66	4.16
832	3 3 4 9	9.47	92.3%	9.79	3.83
833	4 5 7 12	9.47	87.8%	9.44	3.97
834	5 8 9 12	9.47	92.3%	9.92	4.04
835	2 4 4 7	9.48	89.5%	9.65	4.35
836	3 4 5 9	9.48	85.1%	9.32	4.52
837	5 9 9 11	9.49	89.5%	9.73	3.87
838	3 3 3 9	9.53	84.2%	9.51	4.88
839	5 11 12 12	9.53	82.6%	9.09	4.22
840	6 6 6 8	9.53	91.3%	9.85	4.27
841	3 4 6 10	9.55	89.9%	10.03	4.77
842	2 3 6 11	9.57	90.3%	9.96	4.45
843	3 8 9 12	9.57	90.1%	10	4.51
844	2 3 8 11	9.58	92.7%	10.17	4.06
845	2 5 6 10	9.58	88.2%	9.72	4.6
846	1 6 9 10	9.6	92%	9.88	3.83
847	2 6 8 8	9.6	92.6%	9.96	4.12
848	3 3 6 9	9.6	94.3%	10.26	4.06
849	2 4 5 9	9.61	86.4%	9.66	4.67
850	4 5 5 7	9.61	82.5%	9.22	4.36
851	4 7 8 13	9.61	90.8%	10.12	4.41
852	5 6 8 9	9.61	89.9%	9.9	4.37
853	3 3 5 9	9.66	87.2%	9.62	3.98
854	4 7 11 12	9.66	86.3%	9.85	4.89
855	2 7 9 13	9.69	87.3%	9.91	4.9
856	3 7 8 13	9.69	84.2%	9.64	4.91
857	4 5 7 11	9.7	87.2%	9.92	5.06
858	1 7 12 12	9.71	80.3%	8.97	4.43
859	3 5 9 13	9.75	91.5%	10.11	4.16
860	2 2 4 9	9.76	90.5%	10.01	4.36
861	3 8 8 11	9.77	89.9%	9.96	4.59
862	4 4 5 7	9.78	85.2%	9.51	4.56
863	6 6 8 12	9.78	90.8%	10.08	4.33
864	3 3 7 9	9.81	90.7%	10.01	3.8
865	2 3 9 13	9.82	87.7%	10.11	5.24
866	4 9 12 12	9.82	89.5%	10.3	4.43
867	2 3 4 10	9.85	91.9%	10.32	4.3
868	1 5 5 11	9.87	87.8%	9.96	4.17
869	1 5 6 13	9.89	90.4%	10.23	4.72
870	5 6 9 12	9.89	87.2%	9.96	4.35
871	6 6 8 8	9.89	86%	9.75	4.42
872	2 4 6 13	9.92	87.2%	10.14	5.06
873	4 9 9 10	9.93	89.9%	10.2	4.16
874	6 12 13 13	9.93	87.5%	9.98	3.84
875	2 4 5 11	9.94	87.4%	10.12	4.73
876	1 7 9 10	9.95	86.9%	9.89	3.95
877	3 3 3 5	9.97	85.7%	9.66	4.13
878	5 7 9 13	9.97	91%	10.41	4.08
879	6 9 10 11	9.97	91.4%	10.28	4.12
880	1 2 5 10	10.01	91.7%	10.22	4.07
881	6 11 11 12	10.02	86.5%	9.91	4
882	6 7 9 12	10.03	86.5%	9.9	4.85
883	6 10 12 12	10.03	88.9%	10.28	4.55
884	3 3 6 10	10.05	86.6%	9.94	4.31
885	4 9 11 12	10.05	88.8%	10.26	4.31
886	4 4 6 13	10.07	82.5%	9.58	5.14
887	6 8 9 11	10.09	84.5%	10.01	4.82
888	1 3 3 11	10.1	88.4%	10.07	4.7
889	1 8 10 11	10.1	87.2%	10.07	3.43
890	3 6 9 11	10.1	86.8%	9.97	4.7
891	2 4 12 12	10.11	85.8%	10.08	4.7
892	4 6 7 10	10.12	86.7%	10.22	4.78
893	2 2 2 5	10.13	78.7%	9.15	4.79
894	4 5 6 10	10.14	90.4%	10.64	4.45
895	5 5 5 9	10.15	87.6%	9.91	4.16
896	3 4 4 13	10.16	88.9%	10.24	4.28
897	2 5 8 11	10.17	86%	10.34	5.15
898	6 7 8 9	10.18	84.4%	9.91	4.56
899	7 8 9 13	10.18	84%	9.85	4.28
900	2 3 6 9	10.19	93.3%	10.67	4.2
901	1 5 10 11	10.21	86.4%	10.04	3.72
902	3 3 6 13	10.21	86.3%	10.45	5.39
903	1 11 11 13	10.22	87.7%	10.21	4.36
904	5 5 6 11	10.22	87.1%	10.17	4.64
905	3 4 5 6	10.23	83.9%	10.09	5.1
906	6 8 9 9	10.23	86.3%	10.23	4.22
907	1 2 4 7	10.25	89.3%	10.6	5.01
908	3 4 8 11	10.25	87.1%	10.18	5
909	4 6 6 9	10.26	88%	10.65	5.36
910	1 2 8 13	10.27	91.4%	10.54	4.79
911	2 6 12 12	10.27	89%	10.65	5.21
912	3 3 7 12	10.27	84.6%	10.19	5.36
913	1 3 5 9	10.3	90.7%	10.54	4.5
914	2 4 8 9	10.32	83.8%	9.98	4.58
915	4 7 9 13	10.33	84.3%	10.45	5.78
916	1 5 9 13	10.35	84.7%	10.25	4.86
917	3 3 6 7	10.36	88.8%	10.8	4.68
918	1 4 5 13	10.37	87.8%	10.5	4.6
919	3 4 6 11	10.37	89.1%	10.56	4.65
920	1 4 4 8	10.38	89.8%	10.6	5.52
921	5 6 8 12	10.38	87.8%	10.39	4.1
922	5 5 8 10	10.39	81.3%	9.82	4.03
923	7 9 9 13	10.39	88%	10.39	4.63
924	3 6 9 12	10.4	92.9%	10.86	4.22
925	4 5 7 9	10.41	86.9%	10.62	5.11
926	6 9 12 13	10.41	88.4%	10.59	4.38
927	2 2 7 12	10.42	83.3%	10.01	4.55
928	2 4 6 12	10.42	94.3%	11.18	4.83
929	6 6 7 12	10.42	84.1%	10.17	4.75
930	5 8 11 12	10.44	86.9%	10.64	4.25
931	2 4 6 7	10.45	90.1%	10.54	4.32
932	5 6 8 10	10.47	87%	10.49	4.52
933	2 2 8 8	10.48	91.3%	10.84	4.77
934	2 5 10 10	10.48	78.7%	9.67	4.06
935	5 6 7 13	10.48	86.2%	10.65	5.52
936	2 6 8 12	10.49	94.2%	11.19	4.55
937	6 9 9 11	10.53	82.5%	9.86	5.15
938	6 7 8 11	10.56	83.7%	10.3	5.09
939	4 5 6 8	10.57	87.4%	10.46	4.29
940	1 2 7 11	10.59	88.4%	10.77	4.81
941	6 11 12 13	10.61	80.4%	9.83	5.16
942	1 4 4 11	10.63	86.6%	10.56	5.21
943	1 3 9 9	10.64	84.8%	10.22	4.08
944	2 3 9 10	10.64	90%	10.87	4.26
945	4 5 10 12	10.64	86.5%	10.5	4.48
946	1 7 9 11	10.68	85.4%	10.49	4.3
947	1 3 6 11	10.7	88.3%	10.63	4.34
948	1 2 3 13	10.71	91.8%	11.1	4.85
949	3 4 9 13	10.72	79.6%	9.65	5.49
950	2 7 12 13	10.75	80.2%	9.94	5
951	6 10 12 13	10.75	82.5%	10.25	4.83
952	6 7 10 12	10.76	85.2%	10.76	4.82
953	1 2 2 9	10.77	82.3%	10.04	4.55
954	2 3 6 6	10.78	91.8%	11.18	4.37
955	1 7 10 13	10.79	83.7%	10.42	4.61
956	5 10 12 13	10.83	83.4%	10.39	4.47
957	1 3 8 13	10.84	90.3%	11.16	5.03
958	3 4 6 8	10.84	90.9%	11.36	5.11
959	2 3 6 13	10.86	90%	10.95	4.57
960	2 6 8 13	10.89	87.2%	11.02	5.13
961	7 8 8 12	10.89	83.3%	10.52	4.61
962	2 2 5 12	10.9	84.5%	10.68	5.22
963	2 5 7 7	10.93	82.6%	10.47	4.72
964	1 6 6 6	10.94	85.6%	10.4	5.11
965	1 9 10 13	10.94	83.3%	10.42	4.48
966	8 8 10 12	10.95	78.6%	9.85	5.62
967	3 3 4 11	10.97	88.6%	11.04	5.43
968	1 2 6 10	10.98	86.7%	10.93	4.97
969	2 3 4 7	10.99	86.8%	10.91	4.89
970	5 6 6 8	10.99	81.5%	10.6	5.93
971	4 4 8 12	11	92.2%	11.67	5.07
972	3 9 10 13	11.03	82.9%	11.16	6.46
973	3 3 9 12	11.1	87.2%	11.18	5.02
974	4 4 7 10	11.12	75%	9.16	4.55
975	1 3 7 10	11.18	86.3%	11.09	5.26
976	2 4 5 6	11.2	91.1%	11.68	4.49
977	5 9 12 12	11.21	83%	10.93	4.83
978	7 7 8 11	11.21	80.1%	10.18	4.52
979	2 6 7 11	11.22	82.5%	10.74	5.27
980	3 4 6 6	11.23	90.4%	11.4	4.64
981	3 5 7 10	11.23	84.6%	10.83	5.19
982	6 8 8 12	11.24	88%	11.48	5.04
983	2 4 6 11	11.25	85.4%	11.15	5.51
984	1 5 12 12	11.27	80.9%	10.39	4.99
985	2 3 4 9	11.27	88.4%	11.29	4.78
986	2 3 10 12	11.28	86.5%	11.39	4.21
987	5 8 8 8	11.28	80.8%	10.77	5.44
988	5 5 8 13	11.29	81.1%	10.75	4.58
989	5 8 10 11	11.35	87.4%	11.05	4.82
990	4 9 10 13	11.36	82.4%	10.84	4.84
991	1 5 6 7	11.39	89.1%	11.68	4.74
992	4 10 12 13	11.39	81.5%	10.52	5.6
993	2 3 3 10	11.4	85%	11.47	4.97
994	4 4 9 12	11.4	78.4%	10.29	4.79
995	3 3 6 12	11.43	87.1%	11.7	6.12
996	3 4 8 12	11.43	87.7%	11.38	5.53
997	2 2 8 9	11.47	86.9%	11.61	5.07
998	2 4 4 6	11.47	90.2%	11.78	4.74
999	2 4 6 8	11.47	93.4%	11.86	4.42
1000	2 4 9 12	11.47	87.3%	11.42	4.88
1001	2 3 4 5	11.5	84.5%	11.15	5.67
1002	4 4 5 11	11.51	85.3%	11.4	4.84
1003	3 3 5 12	11.52	87.1%	11.61	5.21
1004	4 8 11 13	11.52	82.5%	10.72	5.26
1005	1 4 7 7	11.56	85.5%	11.42	4.68
1006	3 6 7 13	11.59	82.4%	10.91	6.09
1007	3 4 6 9	11.61	82.7%	11	5.6
1008	8 9 9 12	11.61	82.5%	10.98	4.79
1009	7 8 10 10	11.62	79.1%	10.8	5.06
1010	1 6 7 9	11.63	84.4%	11.37	4.7
1011	1 3 4 8	11.65	89.6%	11.77	4.72
1012	1 2 7 12	11.66	77.6%	9.99	5.83
1013	2 3 5 7	11.66	89.1%	11.76	4.98
1014	2 5 6 6	11.66	78.3%	10.29	5.92
1015	6 7 9 9	11.67	80.3%	10.93	6.07
1016	4 5 6 13	11.69	78%	10.37	5.21
1017	1 5 7 9	11.7	84.7%	11.22	4.89
1018	4 6 7 12	11.77	81.3%	11.36	5.56
1019	3 5 10 13	11.79	82.8%	11.09	5.38
1020	6 8 9 12	11.79	86.7%	11.83	5.15
1021	3 7 9 11	11.8	88.3%	11.92	4.93
1022	1 3 7 12	11.82	85.5%	11.18	5.09
1023	1 3 7 7	11.83	85.4%	11.6	4.72
1024	2 6 10 13	11.83	84.8%	11.48	5.55
1025	3 3 5 13	11.83	85.1%	11.55	4.82
1026	3 7 8 11	11.83	83.1%	11.44	5.88
1027	3 5 7 9	11.84	86.3%	11.64	4.99
1028	2 5 8 10	11.86	82.9%	11.01	4.77
1029	2 7 9 11	11.86	83.7%	11.51	5.48
1030	3 7 9 12	11.87	85.9%	11.84	5.69
1031	1 4 8 9	11.89	89.1%	12.09	5.2
1032	4 8 8 10	11.9	85.7%	11.74	5.56
1033	2 3 7 13	11.92	86.1%	11.78	5.35
1034	4 6 8 13	11.99	80.8%	11.13	5.26
1035	5 8 10 12	11.99	84.4%	11.35	5.22
1036	4 5 5 10	12	81.2%	11.11	4.5
1037	5 5 8 12	12	79.3%	11	5.08
1038	3 5 6 10	12.01	86%	11.77	5.68
1039	4 8 9 13	12.05	82.2%	11.19	6.25
1040	1 3 3 6	12.07	87.2%	12.01	5.22
1041	7 8 9 10	12.11	79.7%	11.19	5.45
1042	2 5 5 7	12.15	82.1%	11.67	4.9
1043	2 3 5 13	12.17	85.7%	12.03	5.41
1044	4 6 6 12	12.19	85.9%	11.79	5.93
